Name,unpol.EIC.empty5x41
Comment,Bins for EIC set
Reference,AV
Process type,SIDIS
Number of points,12194
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
33,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.125,0.1,0.15,0.45,0.4,0.5,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
34,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.125,0.1,0.15,0.55,0.5,0.6,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
35,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.125,0.1,0.15,0.65,0.6,0.7,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
36,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.125,0.1,0.15,0.75,0.7,0.8,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
37,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.125,0.1,0.15,0.85,0.8,0.9,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
38,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.125,0.1,0.15,0.95,0.9,1.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
39,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.125,0.1,0.15,1.25,1.0,1.5,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
40,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.125,0.1,0.15,1.75,1.5,2.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
41,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.125,0.1,0.15,3.0,2.0,4.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
42,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
43,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
44,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
45,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,0.25,0.2,0.3,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
46,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,0.35,0.3,0.4,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
47,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,0.45,0.4,0.5,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
48,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,0.55,0.5,0.6,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
49,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,0.65,0.6,0.7,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
50,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,0.75,0.7,0.8,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
51,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,0.85,0.8,0.9,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
52,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,0.95,0.9,1.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
53,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,1.25,1.0,1.5,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
54,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,1.75,1.5,2.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
55,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.175,0.15,0.2,3.0,2.0,4.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
56,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
57,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
58,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
59,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,0.25,0.2,0.3,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
60,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,0.35,0.3,0.4,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
61,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,0.45,0.4,0.5,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
62,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,0.55,0.5,0.6,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
63,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,0.65,0.6,0.7,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
64,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,0.75,0.7,0.8,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
65,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,0.85,0.8,0.9,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
66,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,0.95,0.9,1.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
67,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,1.25,1.0,1.5,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
68,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,1.75,1.5,2.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
69,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.225,0.2,0.25,3.0,2.0,4.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
70,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
71,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
72,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
73,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,0.25,0.2,0.3,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
74,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,0.35,0.3,0.4,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
75,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,0.45,0.4,0.5,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
76,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,0.55,0.5,0.6,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
77,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,0.65,0.6,0.7,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
78,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,0.75,0.7,0.8,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
79,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,0.85,0.8,0.9,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
80,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,0.95,0.9,1.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
81,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,1.25,1.0,1.5,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
82,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,1.75,1.5,2.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
83,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.275,0.25,0.3,3.0,2.0,4.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
84,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
85,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
86,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
87,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,0.25,0.2,0.3,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
88,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,0.35,0.3,0.4,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
89,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,0.45,0.4,0.5,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
90,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,0.55,0.5,0.6,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
91,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,0.65,0.6,0.7,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
92,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,0.75,0.7,0.8,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
93,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,0.85,0.8,0.9,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
94,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,0.95,0.9,1.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
95,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,1.25,1.0,1.5,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
96,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,1.75,1.5,2.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
97,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.35,0.3,0.4,3.0,2.0,4.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
98,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,0.025,0.0,0.05,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
99,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,0.075,0.05,0.1,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
100,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,0.15,0.1,0.2,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
101,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,0.25,0.2,0.3,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
102,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,0.35,0.3,0.4,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
103,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,0.45,0.4,0.5,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
104,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,0.55,0.5,0.6,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
105,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,0.65,0.6,0.7,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
106,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,0.75,0.7,0.8,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
107,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,0.85,0.8,0.9,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
108,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,0.95,0.9,1.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
109,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,1.25,1.0,1.5,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
110,1 - 1 - 2001,820.0,1.1786178345842218,1.0,1.3335216533675034,0.00204839,0.00158489,0.00251189,0.45,0.4,0.5,1.75,1.5,2.0,100.0,1.0,1.0,True,0.01,0.95,10.0,1640.0,0.938,0.139
